owner_name,operating_name,permit_number,street,city,state,zip,county,latitude,longitude
KOLOA RUM CORP.,THE KOLOA RUM COMPANY,HI-S-15007,3 KAUMUALII HWY,LIHUE,HI,96766,KAUAI,21.9693037,-159.356214
"COWBOY BUILT, INC.",,HI-S-20004,1800 KAUPAKALUA RD,HAIKU,HI,96708,MAUI,20.878167,-156.191542
LOTUS SPIRITS LLC,,HI-S-20005,961 AKEO LN,HONOLULU,HI,96819,USA,21.2920698,-157.846227
RHS LLC,,HI-S-20006,36 N KING ST,HONOLULU,HI,96817,HONOLULU,21.2920698,-157.846227
HANALEI SPIRITS DISTILLERY CORP.,HANALEI SPIRITS,HI-S-20009,4241 KAHILI MAKAI ST,KILAUEA,HI,96754,KAUAI,22.2026394,-159.376792
SHAKA SPIRITS LLC,,HI-S-20010,961 AKEPO LN,HONOLULU,HI,96817,USA,21.2920698,-157.846227
BIG ISLAND DISTILLERS INC.,BIG ISLAND DISTILLERS,HI-S-20012,745467 KAIWI ST UNIT 1-5,KAILUA-KONA,HI,96740,HAWAII,46.549651,-87.485618
"KULEANA SPIRITS, INC.",KULEANA RUM WORKS,HI-S-20013,61-3270 MALUOKALANI ST,KAWAIHAE,HI,96743,HAWAII,46.549651,-87.485618
SHAKA SPIRITS CORP.,SHAKA SPIRITS DISTILLERY,HI-S-20016,961 AKEPO LN,HONOLULU,HI,96817,UNITED STATES,21.2920698,-157.846227
WAIKULU DISTILLERY LLC,WAIKULU DISTILLERY,HI-S-20020,3275 BALDWIN AVE,MAKAWAO,HI,96768,USA,20.902278,-156.303946
LANIKAI BREWING COMPANY,LANIKAI SPIRITS,HI-S-20021,175 HAMAKUA DR UNIT C,KAILUA,HI,96734,,21.2920698,-157.846227
MILL HOUSE SPIRITS LLC,MILL HOUSE SPIRITS,HI-S-20023,1670 HONOAPIILANI HWY,WAILUKU,HI,96793,MAUI COUNTY,20.8756149,-156.4645748
B&V LLC,ISLAND DISTILLERS,HI-S-20024,577 PAKALA ST,HONOLULU,HI,96825,,21.2750615,-157.8154405
KUAKINI OPERATIONS LLC,KONA DISTILLERY CO,HI-S-20026,75 -6099 KUAKINI HWY,KAILUA-KONA,HI,96740,HAWAII,46.549651,-87.485618
AUMAKUA HOLDINGS LLC,KUPU SPIRITS,HI-S-20027,605 LIPOA PKWY,KIHEI,HI,96753,MAUI,20.763253,-156.4504032
MATRIARCH LLC,MODERN MATRIARCH,IA-S-20027,18389 SUNNYDALE RD,COUNCIL BLUFFS,IA,51503,POTTAWATTAMIE,41.225462,-95.818572
"REVELTON DISTILLING COMPANY, INC.",,IA-S-20029,1400 W CLAY ST,OSCEOLA,IA,50213,CLARKE,41.373691,-93.736618
BENNETT BIGGS LLC,GRAY HAIR DISTILLERY,IA-S-20032,808 SW CHERRY ST STE 105-106,ANKENY,IA,50023,POLK,41.59038385,-93.60778142377049
KOVAL INC.,KOVAL DISTILLERY,IL-S-15007,4241 N RAVENSWOOD AVE,CHICAGO,IL,60613,COOK,41.8527815,-87.6639988
ANTHONY'S OWN INC.,,IL-S-15008,2021 W FULTON ST UNIT 116K,CHICAGO,IL,60612,COOK,41.8527815,-87.6639988
"BLUE OX SPIRITS, INC.",,IA-S-20039,1300 SE LITTLE BEAVER DR STE 101 & 102,GRIMES,IA,50111,POLK,41.59038385,-93.60778142377049
"MISSISSIPPI RIVER DISTILLING COMPANY, L.L.C.",MISSISSIPPI RIVER DISTILLING COMPANY,IA-S-20041,318 E 2ND ST,DAVENPORT,IA,52801,SCOTT,41.54695385,-90.55319098489616
BILLY BARTSOFF LLC,HOODEW,ID-S-20029,1200 HOO DOO MOUNTAIN RD,PRIEST RIVER,ID,83856,,48.1744427,-116.9091532
"TOPPLING GOLIATH, INC.",TOPPLING GOLIATH SPIRITS COMPANY,IA-S-20031,1600 PROSPERITY RD,DECORAH,IA,52101,WINNESHIEK,43.307269,-91.79773
WILDCAT PRODUCTS LLC,WILDCAT DISTILLING CO.,IA-S-20033,2652 235TH ST,DUNCOMBE,IA,50532,WEBSTER,42.48953095,-94.20326483753622
"TYCOGA WINERY & DISTILLERY, LLC",,IA-S-20034,2585 195TH ST,DEWITT,IA,52742,,41.8251217,-90.5513783
SARGE'S SPIRITS LLC,SARGE'S SPIRITS,IA-S-20036,2866 270TH ST,FREDERICKSBURG,IA,50630,,42.51495695,-92.46295221070969
173° CRAFT DISTILLERY LLC,,IA-S-20038,306 1ST AVE N,CLEAR LAKE,IA,50428,CERRO GORDO,43.4173233,-93.5200679
"EXILE BREWING COMPANY, LLC",EXILE BREWING COMPANY,IA-S-20040,1514 WALNUT ST,DES MOINES,IA,50309,POLK,41.59038385,-93.60778142377049
WIKKID STILL INC.,,IA-S-20042,32999 250TH ST,NEOLA,IA,51559,POTTAWATTAMIE,41.535128,-95.579876
BIG GROVE IOWA CITY LLC,BIG GROVE BREWERY AND TAPROOM,IA-S-20043,1225 S GILBERT ST,IOWA CITY,IA,52240,,41.6683126,-91.57952674093114
"THE CIDER HOUSE, LLC",THE CIDER HOUSE,IA-S-20044,1949 PLEASANT PLAIN RD,FAIRFIELD,IA,52556,JEFFERSON,41.6683126,-91.57952674093114
KNEE-HIGH DISTILLING CO LLC,"KNEE-HIGH DISTILLING CO., LLC",IA-S-20045,1100 OREGON ST,MUSCATINE,IA,52761,MUSCATINE,41.6683126,-91.57952674093114
"WYCH DR DISTILLING COMPANY, LLC",,IA-S-20046,314 S 5TH ST,CHEROKEE,IA,51012,CHEROKEE,42.755707,-95.567198
O SO GOOD WINERY LLC,O SO GOOD WINERY & DISTILLERY,IA-S-20047,2093 20TH AVENUE SE,DYERSVILLE,IA,52040,DUBUQUE,41.6683126,-91.57952674093114
"BACKPOCKET BREWING, LLC",,IA-S-20048,903 QUARRY RD,CORALVILLE,IA,52241,JOHNSON,41.6683126,-91.57952674093114
"JUDGE RICHARD DISTILLERY, LLC",JUDGE RICHARD DISTILLERY,IA-S-20050,411 S LOCUST ST,CARSON,IA,51525,POTTAWATTAMIE,41.535128,-95.579876
"AMERICAN HERITAGE DISTILLERS, LLC",CENTURY FARMS DISTILLERY,IA-S-20051,4042 380TH ST,EMMETSBURG,IA,50536,PALO ALTO,43.1247537,-94.69364144767495
"BARTON SOLVENTS, INC.",(BETTENDORF BRANCH),IA-S-21,204 36TH ST,BETTENDORF,IA,52722,SCOTT,41.54695385,-90.55319098489616
"DISTILLED RESOURCES, INCORPORATED",,ID-S-119,134 N 3300 E,RIGBY,ID,83442,JEFFERSON,43.4887907,-112.03628
"BARDENAY, INC.",BARDENAY,ID-S-121,610 W GROVE ST,BOISE,ID,83702,ADA,43.61776955,-116.19969038064042
"BARDENAY, INC.",BARDENAY,ID-S-122,155 E RIVERSIDE ST,EAGLE,ID,83616,ADA,43.671573800000004,-116.41501226725212
LANTRIX LLC,,ID-S-15000,2200 GRIZZLY LN,IDAHO FALLS,ID,83402,BONNEVILLE,43.4887907,-112.03628
"BARDENAY, INC.",BARDENAY,ID-S-15001,1710 W RIVERSTONE DR,COEUR D ALENE,ID,83814,KOOTENAI,47.67836725,-116.79712864431382
"DISTILLED SPIRITS USA, INC.",,ID-S-15002,495 S 15TH ST,BOISE,ID,83702,ADA,43.61776955,-116.19969038064042
"GRAND TETON VODKA, INC.",,ID-S-20001,1755 N 33 HWY,DRIGGS,ID,83422,TETON,43.8565804,-111.2774484
"MILL TOWN DISTILLERY, LLC",,ID-S-20006,22821 HIGHWAY 2,SANDPOINT,ID,83864,BONNER,48.2690286,-116.549073
IDAHO BOURBON DISTILLERS LLC,,ID-S-20007,2762 FEATHERLY WAY,BOISE,ID,83709,ADA,43.593554,-116.27531007943885
PRINTER'S DISTILLERY LLC,PRINTER'S DISTILLERY,ID-S-20008,"1708 6TH AVE, N STE D",LEWISTON,ID,83501,NEZ PERCE,46.415843,-117.012044
WARFIELD DISTILLERY LLC,,ID-S-20010,280 MAIN ST,KETCHUM,ID,83340,,43.6792624,-114.365294
"UP NORTH DISTILLERY, LLC",UP NORTH DISTILLERY,ID-S-20011,846 N BOULDER CT,POST FALLS,ID,83854,KOOTENAI,47.67836725,-116.79712864431382
OLD FLATBED DISTILLERY LLC,OLD FLATBED DISTILLERY,ID-S-20012,741 N RALSTIN ST,MERIDIAN,ID,83642,ADA,43.5942527,-116.37596936825852
"21ST CENTURY DISTILLING, LLC",,ID-S-20015,134 N 3300 E,RIGBY,ID,83442,,43.4887907,-112.03628
ACE'S DISTILLERY LLC,,ID-S-20016,12246 ORCHARD AVE,NAMPA,ID,83651,CANYON,43.653187,-116.67689323293858
WZMS LLC,IDAHO MERCANTILE DISTILLERS,ID-S-20018,480 N STATE ST,SHELLEY,ID,83274,BINGHAM,43.4887907,-112.03628
CENTERFIRE DISTILLERY LLC,CENTERFIRE DISTILLERY,ID-S-20020,3710 E NEWBY ST STE 101,NAMPA,ID,83687,CANYON,43.60805745,-116.50804919086801
"TWIN FALLS DISTILLERY, LLC.",TWIN FALLS DISTILLERY,ID-S-20021,157 2ND AVE W,TWIN FALLS,ID,83301,TWIN FALLS,42.58360020000001,-114.47236357324459
PAYETTE BREWING COMPANY LLC,,ID-S-20022,733 S PIONEER ST,BOISE,ID,83702,,43.61776955,-116.19969038064042
"NA TRI MADRAI, LLC",HOTCHA SPIRITS,ID-S-20023,310 PARK AVE,IDAHO FALLS,ID,83402,BONNEVILLLE,43.4887907,-112.03628
EDGE BREWING CO INC,,ID-S-20024,525 N STEELHEAD WAY,BOISE,ID,83702,,43.61776955,-116.19969038064042
"WYATTZIER, LLC",,ID-S-20025,480 N STATE ST,SHELLEY,ID,83274,BINGHAM,43.4887907,-112.03628
"PA SPIRITS, LLC",PARTY ANIMAL VODKA,ID-S-20026,117 N RIVER ST,HAILEY,ID,83333,,43.33971085,-114.14706149552615
PARMA RIDGE BREWERY INC,,ID-S-20027,24509 RUDD RD BLDG D1,PARMA,ID,83660,CANYON,43.653187,-116.67689323293858
GUNS & OIL BEER USA LLC,WESTERN COLLECTIVE,ID-S-20030,111 W 33RD ST,GARDEN CITY,ID,83714,ADA,43.61776955,-116.19969038064042
"LET THERE BE! DISTILLERS, LLC",,IL-S-15019,4200 W DIVERSEY AVE UNIT 25,CHICAGO,IL,60639,COOK,41.8527815,-87.6639988
"MID-OAK DISTILLERY, INC.",,IL-S-20002,14800 S MCKINLEY AVE UNIT A,POSEN,IL,60469,COOK,41.8527815,-87.6639988
773 LLC,CH DISTILLERY,IL-S-20007,564 W RANDOLPH ST STE 1E,CHICAGO,IL,60661,COOK,41.8527815,-87.6639988
SOLBERG DISTILLING LLC,RHINE HALL,IL-S-20008,2010 W FULTON ST STE F-104F,CHICAGO,IL,60612,USA,41.8527815,-87.6639988
"COPPER FIDDLE DISTILLERY, LLC","COPPER FIDDLE DISTILLERY, LLC",IL-S-20011,532 W IL ROUTE 22 STE 110,LAKE ZURICH,IL,60047,LAKE,42.20614195,-88.0738141245873
FOX RIVER DISTILLING COMPANY,,IL-S-20013,204 DEARBORN CT UNIT 110,GENEVA,IL,60134,KANE,41.791797700000004,-88.3249968572238
"MERCENARY BREWERY & DISTILLERY, LLC",MAPLEWOOD BREWING COMPANY,IL-S-20022,2717 N MAPLEWOOD AVE,CHICAGO,IL,60647,COOK,41.8527815,-87.6639988
"BLACK DOG DISTILLERY, LLC",BLACK DOG DISTILLERY,IL-S-20023,10038 CLOW CREEK RD STE C,PLAINFIELD,IL,60585,WILL,41.7219638,-88.3716727
"BLIND PIG DISTILLING, LLC",,IL-S-20029,4325 N RAVENSWOOD AVE,CHICAGO,IL,60613,COOK,41.8527815,-87.6639988
"SMALL TOWN ENTERPRISE, LLC",SMALL TOWN ENTERPRISE LLC,IL-S-20031,3300 THREE OAKS RD UNIT A,CARY,IL,60013,,42.26520535,-88.43225892517071
"SYNATA BIO, INC.",,IL-S-20033,4575 WEAVER PKWY STE 100,WARRENVILLE,IL,60555,DUPAGE,41.8527815,-87.6639988
TWO BROTHERS ARTISAN SPIRITS COMPANY,TWO BROTHERS ARTISAN SPIRITS,IL-S-20034,205 N BROADWAY UNIT 26,AURORA,IL,60505,KANE,41.793516600000004,-88.35450801787562
"NORTHERN UNITED BREWING COMPANY, LLC",JOLLY PUMPKIN ARTISAN ALES,IL-S-20040,5215 S HARPER CT,CHICAGO,IL,60615,,41.8527815,-87.6639988
OLD SKOKIE ROAD DISTILLERY LLC,,IL-S-20050,1300 OLD SKOKIE RD UNIT B,HIGHLAND PARK,IL,60035,LAKE,41.8527815,-87.6639988
TWO BROTHERS ARTISAN SPIRITS COMPANY,TWO BROTHERS ARTISAN SPIRITS,IL-S-20053,30W315 CALUMET AVE W,WARRENVILLE,IL,60555,DUPAGE,41.8527815,-87.6639988
"PREMIERE DISTILLERY, LLC",,IL-S-15018,1503 ST. PAUL AVE,GURNEE,IL,60031,LAKE,42.3920336,-87.95756021301185
"CELLO VIA, INC","KLUTCH SPIRITS, INC.",IL-S-15020,45 GORDON ST,ELK GROVE VILLAGE,IL,60007,COOK,41.8527815,-87.6639988
"WATA, LLC",,IL-S-15022,2101 ADAMS ST STE B,GRANITE CITY,IL,62040,MADISON,39.18320175,-89.6675127
BLACKSTONE SPIRITS LLC,THORNTON DISTILLING COMPANY,IL-S-15024,400 E MARGARET ST,THORNTON,IL,60476,COOK,41.8527815,-87.6639988
"SOUTHERN SISTERS SPIRITS, LLC",SOUTHERN SISTERS SPIRITS LLC,IL-S-20003,36 IL-127,ALTO PASS,IL,62905,JACKSON,37.72957425,-88.5351407
"WINDY CITY DISTILLING, INC.",OPPIDAN SPIRITS,IL-S-20004,140 SHEPARD AVE STE B,WHEELING,IL,60090,COOK,41.8527815,-87.6639988
BETTER DAYS DISTILLING L.L.C.,,IL-S-20006,8 S HODGE ST,TILTON,IL,61833,VERMILION,40.20180365,-87.6296204
"CHICAGO DISTILLING COMPANY, LLC",,IL-S-20009,2359 N MILWAUKEE AVE,CHICAGO,IL,60647,COOK,41.8527815,-87.6639988
"BLAUM BROS. DISTILLING CO., LLC",BLAUM BROS. DISTILLING CO.,IL-S-20010,9380 US HIGHWAY 20,GALENA,IL,61036,JO DAVIIES,42.415954799999994,-90.42607190990935
COPPER RIDGE DISTILLERY LLC,,IL-S-20012,4009 E MAIN ST,DANVILLE,IL,61834,VERMILION,40.20180365,-87.6296204
PODHALANSKA LLC,,IL-S-20014,16135 NEW AVE UNIT 10,LEMONT,IL,60439,COOK,41.8527815,-87.6639988
WHISKEY ACRES DISTILLING CO.,,IL-S-20017,11504 KESLINGER RD,DEKALB,IL,60115,,41.9043477,-88.7474115
STUMPY'S SPIRITS CO.,,IL-S-20020,1727 CENTERVILLE RD,COLUMBIA,IL,62236,MONROE,39.18320175,-89.6675127
ALMIGHTY SPIRITS DISTILLER LLC,ALMIGHTY SPIRITS DISTILLER,IL-S-20021,1904 TECHNY CT,NORTHBROOK,IL,60062,,41.8527815,-87.6639988
BOONE COUNTY SPIRITS INC.,,IL-S-20024,8642 US 20 HWY,GARDEN PRAIRIE,IL,61038,BOONE,42.23916675,-88.8191965750859
FLAVORCHEM CORPORATION,,IL-S-20025,1528 BROOK DR,DOWNERS GROVE,IL,60515,DUPAGE,41.8527815,-87.6639988
WITNESS DISTILLERY LLC,,IL-S-20027,330 W GALLATIN ST,VANDALIA,IL,62471,FAYETTE,38.966374099999996,-89.13251722399632
"BEPPE & THE ARCHITECT, LLC",,IL-S-20028,1900 N AUSTIN AVE STE 6E,CHICAGO,IL,60639,COOK,41.8527815,-87.6639988
"RUSH CREEK DISTILLING, LLC","RUSH CREEK DISTILLING, LLC",IL-S-20030,1501 W DIGGINS ST,HARVARD,IL,60033,MCHENRY,42.26520535,-88.43225892517071
"GHOST HOLLOW DISTILLERY, INC.",GHOST HOLLOW DISTILLERY,IL-S-20035,233 S 9TH ST,QUINCY,IL,62301,,39.74884075,-90.26766771346345
STAR UNION SPIRITS LLC,,IL-S-20036,300 5TH ST STE 135,PERU,IL,61354,LASALLE,41.557668050000004,-89.12714457580327
COAL RUN CREEK DISTILLING COMPANY,,IL-S-20038,121 E MAIN ST,STREATOR,IL,61364,LASALLE,41.557668050000004,-89.12714457580327
"ALTO PEKIN, LLC",,IL-S-20041,1300 S SECOND ST,PEKIN,IL,61554,TAZEWELL,40.44492535,-89.02673108955042
"CRYSTAL RAIN DISTILLERY, INC.","CRYSTAL RAIN DISTILLERY, INC.",IL-S-20042,2281 FOSTER AVE,WHEELING,IL,60090,COOK,41.8527815,-87.6639988
"KENNAY FARMS DISTILLING, LLC",,IL-S-20043,416 LINCOLN HWY,ROCHELLE,IL,61068,,41.935227850000004,-89.05111216313446
SKEPTIC DISTILLERY CO.,,IL-S-20044,2525 W LE MOYNE ST,MELROSE PARK,IL,60160,COOK,41.8527815,-87.6639988
GIAMBRONE LIMONCELLO LLC,,IL-S-20045,467 W FULLERTON AVE,ELMHURST,IL,60126,DUPAGE,41.8527815,-87.6639988
BARNSTORMER DISTILLERIES INC.,BARNSTORMER DISTILLERY,IL-S-20046,6969 S MAIN ST,ROCKFORD,IL,61102,WINNEBAGO,42.2446575,-89.09125528040099
"SCHOMAKER DISTILLERY, LLC",,IL-S-20047,,NASHVILLE,IL,62263,WASHINGTON,38.966374099999996,-89.13251722399632
"APOLOGUE, LLC",APOLOGUE,IL-S-20049,400 E MARGARET ST,THORNTON,IL,60476,,41.8527815,-87.6639988
"CHELONI BOTANICS, LLC",,IL-S-20052,3398 B COMMERCIAL AVE,NORTHBROOK,IL,60062,,41.8527815,-87.6639988
"TWILIGHT DISTRILLERY, LLC",,IL-S-20056,2685 E COUNTY HIGHWAY 6,STEWARDSON,IL,62463,SHELBY,39.14190215,-88.56339137684921
JUDSON & MOORE DISTILLERY LLC,JUDSON & MOORE DISTILLERY,IL-S-20061,3057 N ROCKWELL ST BLDG 5,CHICAGO,IL,60618,COOK,41.8527815,-87.6639988
LUGAN'S BREWING LLC,LUGAN'S BREWING,IL-S-20063,480 S HAMMES AVE UNIT C,JOLIET,IL,60436,WILL,41.5480491,-88.2014944
"ANVIL & FORGE BREWING AND DISTILLING  COMPANY, LLC",,IL-S-20064,619 E WASHINGTON ST,SPRINGFIELD,IL,62701,USA,39.840232799999995,-89.60341971548073
"BEVERAGE AND MIXER, INC.",NG DISTILLERY,IL-S-20067,110 E MARGARET ST UNIT 1RR,THORNTON,IL,60476,COOK,41.8527815,-87.6639988
POLLYANNA BREWING COMPANY,,IL-S-20074,100 & 106 S RIVERSIDE AVE,ST. CHARLES,IL,60174,,41.791797700000004,-88.3249968572238
DRUNKEN SAILOR LLC,DRUNKEN SAILOR LLC,IL-S-20081,972 S NORTHPOINT BLVD STE D,WAUKEGAN,IL,60085,LAKE,42.3432971,-87.8957493496023
"MAROSI DESIGNS, LLC",BVV,IL-S-20087,1251 FRONTENAC RD STE 150,NAPERVILLE,IL,60563,DUPAGE,41.8527815,-87.6639988
WINDOWS DISTILLERY LLC,,IL-S-20093,421 N CALIFORNIA BLDG 2B/10,SYCAMORE,IL,60178,,41.9043477,-88.7474115
FALLING SANDS DISTILLERY LLC,FALLING SANDS DISTILLERY,IL-S-20101,9601 S INDUSTRIAL DR STE A,ST JOHN,IL,46373,LAKE,41.8527815,-87.6639988
THREE KINGS VODKA LLC,THREE KINGS VODKA,IL-S-20102,2501 DEBORAH AVE UNIT F,ZION,IL,60099,LAKE,42.4649475,-87.866925
"P.D. KANGAROO, INC.",BROKEN BEAKER,IN-S-15018,643 MASSACHUSSETTS AVE,INDIANAPOLIS,IN,46204,MARION,39.801663250000004,-86.17318250675442
TWO EAGLES DISTILLERY LLC,DUEY BOTTLING,IL-S-20055,1856 S ELMHURST RD,MOUNT PROSPECT,IL,60056,COOK,41.8527815,-87.6639988
"WISEMAN BEVERAGES, LLC",,IL-S-20059,3362 COMMERCIAL AVE,NORTHBROOK,IL,60062,,41.8527815,-87.6639988
"WOLF POINT DISTILLING, LLC",WOLF POINT DISTILLING,IL-S-20062,215 N LAFLIN ST,CHICAGO,IL,60607,COOK,41.8527815,-87.6639988
21 HOLDINGS LLC,21 HOLDINGS LLC,IL-S-20066,501 CONDE ST,WEST CHICAGO,IL,60185,DUPAGE,41.8527815,-87.6639988
"APOLOGUE, LLC",APOLOGUE,IL-S-20068,1857 W 16TH ST,CHICAGO,IL,60608,COOK,41.8527815,-87.6639988
LENA BEVERAGE COMPANY INC.,LENA BREWING COMPANY,IL-S-20069,9416 W WAGNER RD,LENA,IL,61048,STEPHENSON,41.958562650000005,-90.10099187536923
MARZ COMMUNITY BREWING CO.,,IL-S-20072,3630 S IRON ST,CHICAGO,IL,60609,COOK,41.8527815,-87.6639988
KATY LYNN WINERY AND DISTILLERY LLC,KATY LYNN WINERY LLC,IL-S-20073,1801 SNEED RD,CARBONDALE,IL,62902,WILLIAMSON,37.72957425,-88.5351407
AMOORE CONSULTING INC.,SNEAKY FOX SPIRITS,IL-S-20076,83 AMBROGIO DR UNIT F,GURNEE,IL,60031,LAKE,42.3920336,-87.95756021301185
GREAT AMERICAN WHISKEY CO.,,IL-S-20077,302 MCDOWELL RD,MURPHYSBORO,IL,62966,JACKSON,37.72957425,-88.5351407
"AMERICAN 1 DISTILLERY, LLC",,IL-S-20078,5111 STATE ROUTE 111,PONTOON BEACH,IL,62040,,39.18320175,-89.6675127
"FULTON STREET BREWERY, LLC",GOOSE ISLAND BEER COMPANY,IL-S-20079,1800 W FULTON ST,CHICAGO,IL,60612,,41.8527815,-87.6639988
CREDALLION CORP.,SAM'S DONKEY USA,IL-S-20080,6977 S ELMOVILLE RD,STOCKTON,IL,61085,JO DAVIESS,41.958562650000005,-90.10099187536923
SORELLE SPIRITS LLC,SORELLE SPIRITS,IL-S-20082,450-454 SHERIDAN RD,HIGHWOOD,IL,60040,LAKE,41.8527815,-87.6639988
TAKE FLIGHT SPIRITS LLC,TAKE FLIGHT SPIRITS,IL-S-20083,8038 LINCOLN AVE,SKOKIE,IL,60077,COOK,41.8527815,-87.6639988
DYNAMITE BREWING LLC,SHORT FUSE BREWING COMPANY,IL-S-20084,5040 N RIVER RD,SCHILLER PARK,IL,60176,COOK,41.8527815,-87.6639988
SNEAKY FOX SPIRITS LLC,SNEAKY FOX SPIRITS,IL-S-20085,1030 W 21ST ST,CHICAGO,IL,60623,COOK,41.8527815,-87.6639988
"BIOURJA RENEWABLES, LLC",,IL-S-20086,1 EDMUND ST,PEORIA,IL,61602,,40.44492535,-89.02673108955042
"TIERRA DISTILLING COMPANY, LLC",TIERRA DISTILLING CO.,IL-S-20088,211 BURLINGTON AVE,CLARENDON HILLS,IL,60514,DUPAGE,41.8527815,-87.6639988
BRENTFORD DISTILLERS LLC,,IL-S-20090,537 E WILLIAM ST,DECATUR,IL,62523,MACON,39.9171259,-88.954017
BEST FRIENDS DISTILLERY L.L.C,,IL-S-20092,281 N NORTH ST,ARGENTA,IL,62501,MACON,39.9171259,-88.954017
ROCK RUN DISTILLERS LLC,ROCK RUN DISTILLERS,IL-S-20094,106 W YATES ST W,NEWMAN,IL,61942,DOUGLAS,39.4868022,-88.15560919218024
SILVER TREE BEER & SPIRITS LLC.,,IL-S-20095,115 W PELLS ST,PAXTON,IL,60957,FORD,40.310518450000004,-88.03985570397573
G&B FILLING STATION LLC,G&B FILLING STATION,IL-S-20096,2002 DEMPSTER ST,EVANSTON,IL,60202,COOK,41.8527815,-87.6639988
UNE ANNEE BREWERY LLC,,IL-S-20097,6343 W GROSS POINT RD,NILES,IL,60714,COOK,41.8527815,-87.6639988
"OLD DOG, LLC",,IL-S-20098,23 W PINE ST UNIT A,CANTON,IL,61520,FULTON,39.74884075,-90.26766771346345
"TONE PRODUCTS, INC.",TONE PRODUCTS,IL-S-20099,2129 N 15TH AVE,MELROSE PARK,IL,60160,,41.8527815,-87.6639988
GREAT CENTRAL BREWING LLC,GREAT CENTRAL BREWING COMPANY,IL-S-20103,221 N WOOD ST,CHICAGO,IL,60612,COOK,41.8527815,-87.6639988
"DIAGEO AMERICAS SUPPLY, INC.",,IL-S-83,24440 W 143RD ST,PLAINFIELD,IL,60544,WILL,41.5481675,-88.2014917
"PROXIMO DISTILLERS, LLC",PROXIMO DISTILLERS,IN-S-15003,220 SHIPPING ST,LAWRENCEBURG,IN,47025,DEARBORN,38.78239685,-85.37878706820166
VIRTUOSO DISTILLERS LLC,,IN-S-15006,4211 GRAPE RD,MISHAWAKA,IN,46545,ST JOSEPH,41.718318499999995,-86.18384182435977
SENSIENT FLAVORS LLC,,IN-S-15010,5600 W RAYMOND ST,INDIANAPOLIS,IN,46241,MARION,39.72212715,-86.26657830930536
"CENTRAL INDIANA ETHANOL, LLC",,IN-S-15011,2955 W DELPHI PIKE,MARION,IN,46952,GRANT,40.75409945,-86.06972910343296
"MGPI OF INDIANA, LLC",,IN-S-15016,7 RIDGE AVE,LAWRENCEBURG,IN,47025,DEARBORN,38.78239685,-85.37878706820166
"THE OLD COPPER STILL DISTILLING COMPANY, LLC",BEAR WALLOW DISTILLERY,IN-S-20002,4484 E OLD STATE RD 46,NASHVILLE,IN,47448,BROWN,38.95730115,-85.86479127510646
HURST HEAVY DISTILLING LLC,,IN-S-20005,3145 DR. ANDREW J. BROWN AVE,INDIANAPOLIS,IN,46205,MARION,39.8104213,-86.15402227519043
THE MALT GUILD INC.,JOE MORGAN'S BLACK DIAMOND DISTILLERY,IN-S-20018,2082 W STATE ROAD 45 STE 2A,MORGANTOWN,IN,46160,BROWN,39.59660055,-86.38121802944823
"HEDINGER FARMS, LLC",MONKEY HOLLOW DISTILLERY,IN-S-20020,11534 E COUNTY ROAD 1740 N,ST. MEINRAD,IN,47577,SPENCER,38.6397116,-87.52003665
LAUGHERY VALLEY DISTILLERY LLC,LUCKY 7 DISTILLERY,IN-S-20024,857 SIX PINE RANCH RD BLDG D,BATESVILLE,IN,47006,RIPLEY,38.78239685,-85.37878706820166
8TH DAY DISTILLERY LLC,8TH DAY DISTILLERY,IN-S-20031,1125 E BROOKSIDE AVE STE D 08,INDIANAPOLIS,IN,46202,MARION,39.801663250000004,-86.17318250675442
HARD TRUTH DISTILLING COMPANY LLC,,IN-S-20052,418 OLD STATE RD 46 STE D,NASHVILLE,IN,47448,BROWN,38.95730115,-85.86479127510646
THE INDIANA WHISKEY COMPANY,,IN-S-20001,1115 W SAMPLE ST,SOUTH BEND,IN,46619,ST. JOSEPH,41.6277167,-86.2563685
CARDINAL SPIRITS LLC,CARDINAL SPIRITS,IN-S-20003,922 S MORTON ST,BLOOMINGTON,IN,47403,MONROE,39.03802095,-87.13116093075837
SOUTHERN INDIANA  DISTILLING INC.,DUSTY BARN DISTILLERY,IN-S-20006,6861 CARSON SCHOOL RD,MOUNT VERNON,IN,47620,POSEY,38.6397116,-87.52003665
GRANNIE CLARK'S WYND LLC,JOURNEYMAN DISTILLERY,IN-S-20009,3703 N MAIN ST,MISHAWAKA,IN,46545,,41.718318499999995,-86.18384182435977
OAKLEY BROTHERS DISTILLERY LLC,,IN-S-20010,34 W 8TH ST,ANDERSON,IN,46016,USA,39.9553282,-86.0040188
JOSEPH & JONES LLC,MOGUL VODKA,IN-S-20011,5320 W 79TH ST,INDIANAPOLIS,IN,46268,MARION,39.9063014,-86.2688081
BAMC INC.,GELABURST,IN-S-20012,300 S CARROLL ROAD,INDIANAPOLIS,IN,46229,MARION,39.9467448,-86.0102169
KINSMEN DISTILLERY LLC,OLD 55 DISTILLERY,IN-S-20013,311 E WASHINGTON ST,NEWTOWN,IN,47969,FOUNTAIN,40.3658865,-86.85751605025251
12-05 DISTILLERY LLC,,IN-S-20016,636 VIRGINIA AVE,INDIANAPOLIS,IN,46203,MARION,39.7596275,-86.1214655
